시점,월별,사고유형별1,사고유형별2,사고건수,사망자수,부상자수
2018,9월,차대사람,보도통행중,170,4,200
2018,9월,차대사람,기타/불명,1441,36,1475
2018,9월,차대차,충돌,7231,72,11748
2018,9월,차대차,추돌,3100,45,6029
2018,9월,차대차,기타/불명,3482,27,5193
2018,9월,차량단독,전도/전복,120,10,150
2018,9월,차량단독,충돌,284,38,342
2018,9월,차량단독,추락,50,8,55
2018,9월,차량단독,기타이탈,24,1,33
2018,9월,차량단독,기타/불명,332,11,365
2018,10월,차대사람,횡단중,1741,89,1747
2018,10월,차대사람,차도통행중,415,25,403
2018,10월,차대사람,길가장자리구역통행중,255,4,266
2018,10월,차대사람,보도통행중,195,5,206
2018,10월,차대사람,기타/불명,1545,28,1594
2018,10월,차대차,충돌,7579,66,11743
2018,10월,차대차,추돌,3343,45,6316
2018,10월,차대차,기타/불명,3823,38,5626
2018,10월,차량단독,전도/전복,118,11,122
2018,10월,차량단독,충돌,289,35,337
2018,10월,차량단독,추락,41,11,48
2018,10월,차량단독,기타이탈,21,4,30
2018,10월,차량단독,기타/불명,372,12,392
2018,10월,철길건널목,철길건널목,1,0,6
2018,11월,차대사람,횡단중,1622,56,1680
2018,11월,차대사람,차도통행중,433,15,434
2018,11월,차대사람,길가장자리구역통행중,249,7,249
2018,11월,차대사람,보도통행중,209,2,214
2018,11월,차대사람,기타/불명,1516,33,1567
2018,11월,차대차,충돌,7361,59,11452
2018,11월,차대차,추돌,3012,30,5660
2018,11월,차대차,기타/불명,3853,32,5838
2018,11월,차량단독,전도/전복,91,8,100
2018,11월,차량단독,충돌,290,35,371
2018,11월,차량단독,추락,32,6,44
2018,11월,차량단독,기타이탈,14,4,15
2018,11월,차량단독,기타/불명,347,11,376
2018,12월,차대사람,횡단중,1645,84,1659
2018,12월,차대사람,차도통행중,423,25,417
2018,12월,차대사람,길가장자리구역통행중,255,6,252
2018,12월,차대사람,보도통행중,183,3,194
2018,12월,차대사람,기타/불명,1502,33,1553
2018,12월,차대차,충돌,6954,57,10878
2018,12월,차대차,추돌,2838,27,5466
2018,12월,차대차,기타/불명,3470,30,5200
2018,12월,차량단독,전도/전복,98,9,103
2018,12월,차량단독,충돌,286,25,335
2018,12월,차량단독,추락,43,10,49
2018,12월,차량단독,기타이탈,11,5,12
2018,12월,차량단독,기타/불명,302,9,345
2019,전체,차대사람,횡단중,18101,652,18577
2019,전체,차대사람,차도통행중,4765,180,4764
2019,전체,차대사람,길가장자리구역통행중,2705,41,2776
2019,전체,차대사람,보도통행중,2335,37,2467
2019,전체,차대사람,기타/불명,18244,361,18822
2019,전체,차대차,충돌,93914,769,149548
2019,전체,차대차,추돌,34981,379,66448
2019,전체,차대차,기타/불명,44433,247,66260
2019,전체,차량단독,전도/전복,1331,134,1450
2019,전체,차량단독,충돌,3631,323,4741
2019,전체,차량단독,추락,443,98,484
2019,전체,차량단독,기타이탈,200,18,249
2019,전체,차량단독,기타/불명,4509,108,5113
2019,전체,철길건널목,철길건널목,8,2,13
2019,1월,차대사람,횡단중,1532,69,1552
2019,1월,차대사람,차도통행중,353,16,348
2019,1월,차대사람,길가장자리구역통행중,210,5,237
2019,1월,차대사람,보도통행중,175,2,184
2019,1월,차대사람,기타/불명,1507,39,1541
2019,1월,차대차,충돌,6288,55,9902
2019,1월,차대차,추돌,2485,29,4668
2019,1월,차대차,기타/불명,3359,26,5080
2019,1월,차량단독,전도/전복,51,8,51
2019,1월,차량단독,충돌,245,27,295
2019,1월,차량단독,추락,33,7,38
2019,1월,차량단독,기타이탈,16,3,15
2019,1월,차량단독,기타/불명,298,10,358
2019,2월,차대사람,횡단중,1201,40,1232
2019,2월,차대사람,차도통행중,329,11,324
2019,2월,차대사람,길가장자리구역통행중,207,5,207
2019,2월,차대사람,보도통행중,161,1,178
2019,2월,차대사람,기타/불명,1112,27,1152
2019,2월,차대차,충돌,6095,46,10053
2019,2월,차대차,추돌,2343,12,4571
2019,2월,차대차,기타/불명,2713,19,4197
2019,2월,차량단독,전도/전복,72,10,76
2019,2월,차량단독,충돌,231,22,292
2019,2월,차량단독,추락,36,5,40
2019,2월,차량단독,기타이탈,12,0,17
2019,2월,차량단독,기타/불명,239,5,272
2019,2월,철길건널목,철길건널목,1,0,1
2019,3월,차대사람,횡단중,1453,47,1506
2019,3월,차대사람,차도통행중,419,11,418
2019,3월,차대사람,길가장자리구역통행중,283,4,288
2019,3월,차대사람,보도통행중,200,5,207
2019,3월,차대사람,기타/불명,1353,24,1381
2019,3월,차대차,충돌,7679,61,12114
2019,3월,차대차,추돌,2889,24,5416
2019,3월,차대차,기타/불명,3047,21,4616
2019,3월,차량단독,전도/전복,124,11,136
2019,3월,차량단독,충돌,291,24,378
2019,3월,차량단독,추락,37,13,32
2019,3월,차량단독,기타이탈,17,0,20
2019,3월,차량단독,기타/불명,340,7,395
2019,3월,철길건널목,철길건널목,1,0,1
2019,4월,차대사람,횡단중,1604,55,1634
2019,4월,차대사람,차도통행중,387,12,392
2019,4월,차대사람,길가장자리구역통행중,237,2,240
2019,4월,차대사람,보도통행중,195,2,211
2019,4월,차대사람,기타/불명,1435,23,1490
2019,4월,차대차,충돌,8009,77,12766
2019,4월,차대차,추돌,3006,30,5656
2019,4월,차대차,기타/불명,3425,18,5104
2019,4월,차량단독,전도/전복,90,13,95
2019,4월,차량단독,충돌,311,32,387
2019,4월,차량단독,추락,41,13,38
2019,4월,차량단독,기타이탈,26,2,31
2019,4월,차량단독,기타/불명,338,7,394
2019,5월,차대사람,횡단중,1516,61,1551
2019,5월,차대사람,차도통행중,421,13,421
2019,5월,차대사람,길가장자리구역통행중,216,1,226
2019,5월,차대사람,보도통행중,212,0,225
2019,5월,차대사람,기타/불명,1654,26,1704
2019,5월,차대차,충돌,8721,86,13873
2019,5월,차대차,추돌,3166,33,6030
2019,5월,차대차,기타/불명,3914,23,5924
2019,5월,차량단독,전도/전복,160,17,164
2019,5월,차량단독,충돌,329,21,426
2019,5월,차량단독,추락,48,10,51
2019,5월,차량단독,기타이탈,19,3,30
2019,5월,차량단독,기타/불명,403,11,452
2019,6월,차대사람,횡단중,1364,44,1403
2019,6월,차대사람,차도통행중,353,12,356
2019,6월,차대사람,길가장자리구역통행중,187,2,189
2019,6월,차대사람,보도통행중,185,3,188
2019,6월,차대사람,기타/불명,1476,32,1553
2019,6월,차대차,충돌,7987,67,12876
2019,6월,차대차,추돌,2826,31,5337
2019,6월,차대차,기타/불명,3671,22,5330
2019,6월,차량단독,전도/전복,134,12,141
2019,6월,차량단독,충돌,329,33,416
2019,6월,차량단독,추락,31,7,32
2019,6월,차량단독,기타이탈,19,2,28
2019,6월,차량단독,기타/불명,405,12,465
2019,6월,철길건널목,철길건널목,1,0,1
2019,7월,차대사람,횡단중,1399,36,1450
2019,7월,차대사람,차도통행중,364,10,366
2019,7월,차대사람,길가장자리구역통행중,182,0,187
2019,7월,차대사람,보도통행중,199,3,214
2019,7월,차대사람,기타/불명,1492,23,1541
2019,7월,차대차,충돌,8048,58,12702
2019,7월,차대차,추돌,2799,35,5216
2019,7월,차대차,기타/불명,3848,16,5547
2019,7월,차량단독,전도/전복,130,17,151
2019,7월,차량단독,충돌,321,29,435
2019,7월,차량단독,추락,32,4,39
2019,7월,차량단독,기타이탈,13,1,15
2019,7월,차량단독,기타/불명,406,9,488
2019,7월,철길건널목,철길건널목,1,0,2
2019,8월,차대사람,횡단중,1372,48,1416
2019,8월,차대사람,차도통행중,376,13,385
2019,8월,차대사람,길가장자리구역통행중,218,2,221
2019,8월,차대사람,보도통행중,181,4,188
2019,8월,차대사람,기타/불명,1454,30,1512
2019,8월,차대차,충돌,8441,66,13494
2019,8월,차대차,추돌,3022,23,6014
2019,8월,차대차,기타/불명,4003,19,6025
2019,8월,차량단독,전도/전복,119,6,131
2019,8월,차량단독,충돌,319,22,412
2019,8월,차량단독,추락,42,9,61
2019,8월,차량단독,기타이탈,22,1,35
2019,8월,차량단독,기타/불명,422,10,463
2019,8월,철길건널목,철길건널목,1,0,1
2019,9월,차대사람,횡단중,1516,63,1569
2019,9월,차대사람,차도통행중,390,17,386
2019,9월,차대사람,길가장자리구역통행중,239,7,241
2019,9월,차대사람,보도통행중,203,4,214
2019,9월,차대사람,기타/불명,1586,25,1639
2019,9월,차대차,충돌,7817,67,12609
2019,9월,차대차,추돌,2807,29,5265
2019,9월,차대차,기타/불명,3827,14,5670
2019,9월,차량단독,전도/전복,132,9,150
2019,9월,차량단독,충돌,332,33,477
2019,9월,차량단독,추락,38,4,38
2019,9월,차량단독,기타이탈,15,1,17
2019,9월,차량단독,기타/불명,428,12,471
2019,9월,철길건널목,철길건널목,1,2,0
2019,10월,차대사람,횡단중,1716,67,1750
2019,10월,차대사람,차도통행중,444,15,443
2019,10월,차대사람,길가장자리구역통행중,247,5,251
2019,10월,차대사람,보도통행중,208,2,219
2019,10월,차대사람,기타/불명,1800,41,1851
2019,10월,차대차,충돌,8743,73,13722
2019,10월,차대차,추돌,3249,55,6268
2019,10월,차대차,기타/불명,4294,18,6381
2019,10월,차량단독,전도/전복,112,8,118
2019,10월,차량단독,충돌,338,31,458
2019,10월,차량단독,추락,42,11,46
2019,10월,차량단독,기타이탈,21,3,20
2019,10월,차량단독,기타/불명,474,8,516
2019,10월,철길건널목,철길건널목,2,0,7
2019,11월,차대사람,횡단중,1798,64,1835
2019,11월,차대사람,차도통행중,487,23,486
2019,11월,차대사람,길가장자리구역통행중,256,2,262
2019,11월,차대사람,보도통행중,224,6,238
2019,11월,차대사람,기타/불명,1730,36,1771
2019,11월,차대차,충돌,8435,57,13274
2019,11월,차대차,추돌,3356,31,6318
2019,11월,차대차,기타/불명,4392,24,6427
2019,11월,차량단독,전도/전복,113,13,129
2019,11월,차량단독,충돌,285,24,387
2019,11월,차량단독,추락,34,11,34
2019,11월,차량단독,기타이탈,12,1,14
2019,11월,차량단독,기타/불명,395,5,448
2019,12월,차대사람,횡단중,1630,58,1679
2019,12월,차대사람,차도통행중,442,27,439
2019,12월,차대사람,길가장자리구역통행중,223,6,227
2019,12월,차대사람,보도통행중,192,5,201
2019,12월,차대사람,기타/불명,1645,35,1687
2019,12월,차대차,충돌,7651,56,12163
2019,12월,차대차,추돌,3033,47,5689
2019,12월,차대차,기타/불명,3940,27,5959
2019,12월,차량단독,전도/전복,94,10,108
2019,12월,차량단독,충돌,300,25,378
2019,12월,차량단독,추락,29,4,35
2019,12월,차량단독,기타이탈,8,1,7
2019,12월,차량단독,기타/불명,361,12,391
2020,전체,차대사람,횡단중,13147,520,13551
2020,전체,차대사람,차도통행중,3702,195,3654
2020,전체,차대사람,길가장자리구역통행중,2079,40,2122
2020,전체,차대사람,보도통행중,2015,26,2096
2020,전체,차대사람,기타/불명,15278,288,15757
2020,전체,차대차,충돌,85489,626,132932
2020,전체,차대차,추돌,32993,370,59441
2020,전체,차대차,기타/불명,46070,303,66737
2020,전체,차량단독,전도/전복,1286,116,1370
2020,전체,차량단독,충돌,3252,344,3806
2020,전체,차량단독,추락,413,92,434
2020,전체,차량단독,기타이탈,199,30,250
2020,전체,차량단독,기타/불명,3728,130,4041
2020,전체,철길건널목,철길건널목,3,1,3
2020,1월,차대사람,횡단중,1443,62,1479
2020,1월,차대사람,차도통행중,382,18,382
2020,1월,차대사람,길가장자리구역통행중,227,6,230
2020,1월,차대사람,보도통행중,170,3,177
2020,1월,차대사람,기타/불명,1321,34,1335
2020,1월,차대차,충돌,6865,39,11082
2020,1월,차대차,추돌,2518,34,4783
2020,1월,차대차,기타/불명,3394,20,5236
2020,1월,차량단독,전도/전복,76,9,80
2020,1월,차량단독,충돌,248,29,287
2020,1월,차량단독,추락,26,6,29
2020,1월,차량단독,기타이탈,14,6,10
2020,1월,차량단독,기타/불명,284,11,332
2020,2월,차대사람,횡단중,1163,37,1186
2020,2월,차대사람,차도통행중,313,25,305
2020,2월,차대사람,길가장자리구역통행중,171,5,169
2020,2월,차대사람,보도통행중,150,1,156
2020,2월,차대사람,기타/불명,1139,14,1181
2020,2월,차대차,충돌,6650,40,10368
2020,2월,차대차,추돌,2598,37,4486
2020,2월,차대차,기타/불명,3398,15,4889
2020,2월,차량단독,전도/전복,90,9,99
2020,2월,차량단독,충돌,294,29,344
2020,2월,차량단독,추락,29,5,30
2020,2월,차량단독,기타이탈,22,3,34
2020,2월,차량단독,기타/불명,268,2,311
2020,3월,차대사람,횡단중,884,34,903
2020,3월,차대사람,차도통행중,228,13,219
2020,3월,차대사람,길가장자리구역통행중,159,3,162
2020,3월,차대사람,보도통행중,138,2,142
2020,3월,차대사람,기타/불명,1016,18,1031
2020,3월,차대차,충돌,6396,70,9919
2020,3월,차대차,추돌,2518,25,4445
2020,3월,차대차,기타/불명,2960,17,4306
2020,3월,차량단독,전도/전복,102,11,110
2020,3월,차량단독,충돌,263,34,287
2020,3월,차량단독,추락,31,3,39
2020,3월,차량단독,기타이탈,8,2,7
2020,3월,차량단독,기타/불명,246,7,253
2020,4월,차대사람,횡단중,939,39,956
2020,4월,차대사람,차도통행중,285,9,285
2020,4월,차대사람,길가장자리구역통행중,155,1,161
2020,4월,차대사람,보도통행중,143,0,150
2020,4월,차대사람,기타/불명,1193,22,1231
2020,4월,차대차,충돌,6910,43,10686
2020,4월,차대차,추돌,2599,20,4772
2020,4월,차대차,기타/불명,3289,25,4813
2020,4월,차량단독,전도/전복,107,10,107
2020,4월,차량단독,충돌,227,29,245
2020,4월,차량단독,추락,27,5,30
2020,4월,차량단독,기타이탈,11,0,12
2020,4월,차량단독,기타/불명,301,10,333
2020,5월,차대사람,횡단중,1100,34,1143
2020,5월,차대사람,차도통행중,307,10,309
2020,5월,차대사람,길가장자리구역통행중,185,4,187
2020,5월,차대사람,보도통행중,163,4,178
2020,5월,차대사람,기타/불명,1364,22,1437
2020,5월,차대차,충돌,7532,54,11846
2020,5월,차대차,추돌,2739,22,5010
2020,5월,차대차,기타/불명,3973,25,5781
2020,5월,차량단독,전도/전복,111,13,107
2020,5월,차량단독,충돌,285,29,330
2020,5월,차량단독,추락,48,15,42
2020,5월,차량단독,기타이탈,20,4,35
2020,5월,차량단독,기타/불명,356,18,385
2020,5월,철길건널목,철길건널목,1,0,1
2020,6월,차대사람,횡단중,1109,46,1144
2020,6월,차대사람,차도통행중,333,14,338
2020,6월,차대사람,길가장자리구역통행중,175,1,177
2020,6월,차대사람,보도통행중,190,0,204
2020,6월,차대사람,기타/불명,1426,21,1484
2020,6월,차대차,충돌,7920,53,12359
2020,6월,차대차,추돌,2922,29,5331
2020,6월,차대차,기타/불명,4062,28,5832
2020,6월,차량단독,전도/전복,128,13,143
2020,6월,차량단독,충돌,332,28,414
2020,6월,차량단독,추락,49,8,59
2020,6월,차량단독,기타이탈,20,2,23
2020,6월,차량단독,기타/불명,350,10,372
2020,6월,철길건널목,철길건널목,1,1,0
2020,7월,차대사람,횡단중,1096,37,1154
2020,7월,차대사람,차도통행중,325,23,316
2020,7월,차대사람,길가장자리구역통행중,168,2,167
2020,7월,차대사람,보도통행중,187,2,190
2020,7월,차대사람,기타/불명,1357,21,1401
2020,7월,차대차,충돌,7358,47,11564
2020,7월,차대차,추돌,2845,22,5214
2020,7월,차대차,기타/불명,4107,20,6002
2020,7월,차량단독,전도/전복,107,10,111
2020,7월,차량단독,충돌,338,29,400
2020,7월,차량단독,추락,41,13,39
2020,7월,차량단독,기타이탈,22,0,35
2020,7월,차량단독,기타/불명,351,14,376
2020,8월,차대사람,횡단중,1028,49,1066
2020,8월,차대사람,차도통행중,309,14,314
2020,8월,차대사람,길가장자리구역통행중,146,3,154
2020,8월,차대사람,보도통행중,144,2,150
2020,8월,차대사람,기타/불명,1213,26,1251
2020,8월,차대차,충돌,7180,61,11448
2020,8월,차대차,추돌,2786,52,5057
2020,8월,차대차,기타/불명,3999,25,5871
2020,8월,차량단독,전도/전복,138,7,160
2020,8월,차량단독,충돌,312,31,394
2020,8월,차량단독,추락,36,11,36
2020,8월,차량단독,기타이탈,25,3,27
2020,8월,차량단독,기타/불명,300,11,336
2020,9월,차대사람,횡단중,1065,58,1097
2020,9월,차대사람,차도통행중,291,13,288
2020,9월,차대사람,길가장자리구역통행중,150,2,155
2020,9월,차대사람,보도통행중,168,1,175
2020,9월,차대사람,기타/불명,1386,34,1412
2020,9월,차대차,충돌,7219,60,10891
2020,9월,차대차,추돌,2903,35,5052
2020,9월,차대차,기타/불명,4141,38,5900
2020,9월,차량단독,전도/전복,131,5,142
2020,9월,차량단독,충돌,262,32,296
2020,9월,차량단독,추락,44,6,50
2020,9월,차량단독,기타이탈,24,4,28
2020,9월,차량단독,기타/불명,340,13,353
2020,10월,차대사람,횡단중,1159,41,1194
2020,10월,차대사람,차도통행중,319,20,310
2020,10월,차대사람,길가장자리구역통행중,192,9,196
2020,10월,차대사람,보도통행중,231,5,237
2020,10월,차대사람,기타/불명,1443,27,1505
2020,10월,차대차,충돌,7720,60,11940
2020,10월,차대차,추돌,3037,45,5624
2020,10월,차대차,기타/불명,4340,33,6295
2020,10월,차량단독,전도/전복,126,10,137
2020,10월,차량단독,충돌,264,32,305
2020,10월,차량단독,추락,30,11,24
2020,10월,차량단독,기타이탈,13,3,15
2020,10월,차량단독,기타/불명,380,13,406
2020,10월,철길건널목,철길건널목,1,0,2
2020,11월,차대사람,횡단중,1149,42,1205
2020,11월,차대사람,차도통행중,336,23,320
2020,11월,차대사람,길가장자리구역통행중,195,2,203
2020,11월,차대사람,보도통행중,191,5,191
2020,11월,차대사람,기타/불명,1376,27,1411
2020,11월,차대차,충돌,7314,52,11191
2020,11월,차대차,추돌,2909,25,5299
2020,11월,차대차,기타/불명,4307,30,6164
2020,11월,차량단독,전도/전복,95,14,88
2020,11월,차량단독,충돌,215,23,255
2020,11월,차량단독,추락,27,5,28
2020,11월,차량단독,기타이탈,12,1,14
2020,11월,차량단독,기타/불명,312,12,329
2020,12월,차대사람,횡단중,1012,41,1024
2020,12월,차대사람,차도통행중,274,13,268
2020,12월,차대사람,길가장자리구역통행중,156,2,161
2020,12월,차대사람,보도통행중,140,1,146
2020,12월,차대사람,기타/불명,1044,22,1078
2020,12월,차대차,충돌,6425,47,9638
2020,12월,차대차,추돌,2619,24,4368
2020,12월,차대차,기타/불명,4100,27,5648
2020,12월,차량단독,전도/전복,75,5,86
2020,12월,차량단독,충돌,212,19,249
2020,12월,차량단독,추락,25,4,28
2020,12월,차량단독,기타이탈,8,2,10
2020,12월,차량단독,기타/불명,240,9,255
