시점,월별,사고유형별1,사고유형별2,사고건수,사망자수,부상자수
2012,2월,차량단독,추락,46,14,91
2012,2월,차량단독,기타이탈,22,3,28
2012,2월,차량단독,기타/불명,273,8,303
2012,2월,철길건널목,경보기 무시,1,0,3
2012,2월,철길건널목,기타/불명,1,0,1
2012,3월,차대사람,횡단중,1759,95,1814
2012,3월,차대사람,차도통행중,344,15,351
2012,3월,차대사람,길가장자리구역통행중,337,13,355
2012,3월,차대사람,보도통행중,202,7,210
2012,3월,차대사람,기타/불명,1636,38,1699
2012,3월,차대차,충돌,6320,87,10604
2012,3월,차대차,기타/불명,2804,20,4347
2012,3월,차대차,진행중 추돌,2190,27,4043
2012,3월,차대차,주정차중 추돌,1794,14,3385
2012,3월,차량단독,전도/전복,78,9,86
2012,3월,차량단독,충돌,372,44,513
2012,3월,차량단독,추락,53,14,67
2012,3월,차량단독,기타이탈,17,3,33
2012,3월,차량단독,기타/불명,349,17,392
2012,4월,차대사람,횡단중,1754,75,1797
2012,4월,차대사람,차도통행중,350,16,349
2012,4월,차대사람,길가장자리구역통행중,350,5,361
2012,4월,차대사람,보도통행중,213,5,231
2012,4월,차대사람,기타/불명,1772,57,1829
2012,4월,차대차,충돌,6740,111,11186
2012,4월,차대차,기타/불명,3029,41,4634
2012,4월,차대차,진행중 추돌,2250,32,4179
2012,4월,차대차,주정차중 추돌,1929,18,3814
2012,4월,차량단독,전도/전복,139,26,194
2012,4월,차량단독,충돌,400,59,525
2012,4월,차량단독,추락,38,10,44
2012,4월,차량단독,기타이탈,35,6,61
2012,4월,차량단독,기타/불명,372,20,423
2012,4월,철길건널목,차단기돌파,1,2,1
2012,5월,차대사람,횡단중,1694,62,1729
2012,5월,차대사람,차도통행중,346,17,348
2012,5월,차대사람,길가장자리구역통행중,310,2,324
2012,5월,차대사람,보도통행중,205,5,216
2012,5월,차대사람,기타/불명,1835,50,1901
2012,5월,차대차,충돌,6819,110,11358
2012,5월,차대차,기타/불명,3417,33,5112
2012,5월,차대차,진행중 추돌,2361,46,4386
2012,5월,차대차,주정차중 추돌,1722,17,3492
2012,5월,차량단독,전도/전복,149,33,178
2012,5월,차량단독,충돌,350,46,520
2012,5월,차량단독,추락,28,4,83
2012,5월,차량단독,기타이탈,34,3,50
2012,5월,차량단독,기타/불명,402,16,466
2012,6월,차대사람,횡단중,1520,63,1566
2012,6월,차대사람,차도통행중,309,12,314
2012,6월,차대사람,길가장자리구역통행중,271,6,279
2012,6월,차대사람,보도통행중,222,7,242
2012,6월,차대사람,기타/불명,1866,46,1939
2012,6월,차대차,충돌,6404,121,10410
2012,6월,차대차,기타/불명,3448,37,5245
2012,6월,차대차,진행중 추돌,2143,30,3868
2012,6월,차대차,주정차중 추돌,1662,21,3158
2012,6월,차량단독,전도/전복,177,44,262
2012,6월,차량단독,충돌,403,55,536
2012,6월,차량단독,추락,45,16,40
2012,6월,차량단독,기타이탈,37,9,46
2012,6월,차량단독,기타/불명,346,9,408
2012,6월,철길건널목,기타/불명,1,0,1
2012,7월,차대사람,횡단중,1559,65,1585
2012,7월,차대사람,차도통행중,302,19,298
2012,7월,차대사람,길가장자리구역통행중,270,3,285
2012,7월,차대사람,보도통행중,212,6,225
2012,7월,차대사람,기타/불명,1764,53,1823
2012,7월,차대차,충돌,6575,86,10949
2012,7월,차대차,기타/불명,3609,35,5477
2012,7월,차대차,진행중 추돌,2247,20,4140
2012,7월,차대차,주정차중 추돌,1821,23,3553
2012,7월,차량단독,전도/전복,146,25,166
2012,7월,차량단독,충돌,409,59,587
2012,7월,차량단독,추락,34,9,99
2012,7월,차량단독,기타이탈,28,2,35
2012,7월,차량단독,기타/불명,355,11,416
2012,7월,철길건널목,경보기 무시,1,0,1
2012,7월,철길건널목,기타/불명,1,0,3
2012,8월,차대사람,횡단중,1450,65,1492
2012,8월,차대사람,차도통행중,296,11,300
2012,8월,차대사람,길가장자리구역통행중,263,5,278
2012,8월,차대사람,보도통행중,200,9,206
2012,8월,차대사람,기타/불명,1609,39,1671
2012,8월,차대차,충돌,6131,101,10440
2012,8월,차대차,기타/불명,3474,43,5521
2012,8월,차대차,진행중 추돌,2180,25,4157
2012,8월,차대차,주정차중 추돌,1848,17,3760
2012,8월,차량단독,전도/전복,144,17,175
2012,8월,차량단독,충돌,397,41,557
2012,8월,차량단독,추락,46,11,73
2012,8월,차량단독,기타이탈,40,7,51
2012,8월,차량단독,기타/불명,329,18,370
2012,9월,차대사람,횡단중,1570,81,1607
2012,9월,차대사람,차도통행중,316,12,324
2012,9월,차대사람,길가장자리구역통행중,279,11,292
2012,9월,차대사람,보도통행중,202,10,213
2012,9월,차대사람,기타/불명,1839,61,1877
2012,9월,차대차,충돌,6295,89,10454
2012,9월,차대차,기타/불명,3522,51,5329
2012,9월,차대차,진행중 추돌,2445,32,4511
2012,9월,차대차,주정차중 추돌,1842,27,3710
2012,9월,차량단독,전도/전복,148,28,179
2012,9월,차량단독,충돌,349,46,483
2012,9월,차량단독,추락,42,9,62
2012,9월,차량단독,기타이탈,27,6,33
2012,9월,차량단독,기타/불명,358,23,388
2012,10월,차대사람,횡단중,1713,104,1711
2012,10월,차대사람,차도통행중,325,14,336
2012,10월,차대사람,길가장자리구역통행중,295,6,299
2012,10월,차대사람,보도통행중,214,8,228
2012,10월,차대사람,기타/불명,1922,80,1957
2012,10월,차대차,충돌,6392,105,10453
2012,10월,차대차,기타/불명,3738,62,5835
2012,10월,차대차,진행중 추돌,2257,36,4220
2012,10월,차대차,주정차중 추돌,1798,15,3619
2012,10월,차량단독,전도/전복,140,15,179
2012,10월,차량단독,충돌,342,55,426
2012,10월,차량단독,추락,38,9,72
2012,10월,차량단독,기타이탈,41,11,44
2012,10월,차량단독,기타/불명,342,13,380
2012,11월,차대사람,횡단중,1871,113,1887
2012,11월,차대사람,차도통행중,358,17,369
2012,11월,차대사람,길가장자리구역통행중,299,14,290
2012,11월,차대사람,보도통행중,202,10,212
2012,11월,차대사람,기타/불명,1966,62,2018
2012,11월,차대차,충돌,6357,84,10593
2012,11월,차대차,기타/불명,3548,40,5353
2012,11월,차대차,진행중 추돌,2416,33,4528
2012,11월,차대차,주정차중 추돌,1861,37,3687
2012,11월,차량단독,전도/전복,115,27,145
2012,11월,차량단독,충돌,350,44,486
2012,11월,차량단독,추락,33,4,58
2012,11월,차량단독,기타이탈,35,6,52
2012,11월,차량단독,기타/불명,339,17,376
2012,12월,차대사람,횡단중,1605,89,1640
2012,12월,차대사람,차도통행중,296,16,301
2012,12월,차대사람,길가장자리구역통행중,268,9,287
2012,12월,차대사람,보도통행중,159,3,165
2012,12월,차대사람,기타/불명,1802,57,1889
2012,12월,차대차,충돌,5324,66,9278
2012,12월,차대차,기타/불명,3171,36,5251
2012,12월,차대차,진행중 추돌,2195,25,4190
2012,12월,차대차,주정차중 추돌,1960,17,3993
2012,12월,차량단독,전도/전복,126,24,178
2012,12월,차량단독,충돌,457,60,655
2012,12월,차량단독,추락,40,10,78
2012,12월,차량단독,기타이탈,36,4,54
2012,12월,차량단독,기타/불명,307,7,353
2012,12월,철길건널목,기타/불명,2,0,2
2013,전체,차대사람,횡단중,18165,922,18452
2013,전체,차대사람,차도통행중,3335,162,3339
2013,전체,차대사람,길가장자리구역통행중,3119,89,3191
2013,전체,차대사람,보도통행중,2216,58,2327
2013,전체,차대사람,기타/불명,22295,697,22926
2013,전체,차대차,충돌,67136,872,111965
2013,전체,차대차,기타/불명,44915,525,69807
2013,전체,차대차,진행중 추돌,24381,341,45829
2013,전체,차대차,주정차중 추돌,18824,195,37194
2013,전체,차량단독,전도/전복,1534,267,1990
2013,전체,차량단독,충돌,4527,579,5986
2013,전체,차량단독,추락,443,139,540
2013,전체,차량단독,기타이탈,345,54,498
2013,전체,차량단독,기타/불명,4115,189,4664
2013,전체,철길건널목,차단기돌파,1,0,1
2013,전체,철길건널목,직전진행,1,2,1
2013,전체,철길건널목,기타/불명,2,1,1
2013,1월,차대사람,횡단중,1514,84,1515
2013,1월,차대사람,차도통행중,276,23,265
2013,1월,차대사람,길가장자리구역통행중,257,7,266
2013,1월,차대사람,보도통행중,157,5,158
2013,1월,차대사람,기타/불명,1546,55,1551
2013,1월,차대차,충돌,4972,52,8632
2013,1월,차대차,기타/불명,3001,23,4949
2013,1월,차대차,진행중 추돌,1859,25,3414
2013,1월,차대차,주정차중 추돌,1603,16,3198
2013,1월,차량단독,전도/전복,112,22,186
2013,1월,차량단독,충돌,389,45,569
2013,1월,차량단독,추락,34,12,38
2013,1월,차량단독,기타이탈,24,3,39
2013,1월,차량단독,기타/불명,272,17,314
2013,2월,차대사람,횡단중,1186,62,1188
2013,2월,차대사람,차도통행중,269,10,267
2013,2월,차대사람,길가장자리구역통행중,228,13,226
2013,2월,차대사람,보도통행중,138,3,151
2013,2월,차대사람,기타/불명,1423,43,1457
2013,2월,차대차,충돌,4539,47,7872
2013,2월,차대차,기타/불명,2550,30,4124
2013,2월,차대차,진행중 추돌,1616,18,3082
2013,2월,차대차,주정차중 추돌,1456,11,2857
2013,2월,차량단독,전도/전복,100,12,126
2013,2월,차량단독,충돌,358,59,510
2013,2월,차량단독,추락,30,9,38
2013,2월,차량단독,기타이탈,28,3,35
2013,2월,차량단독,기타/불명,266,15,322
2013,3월,차대사람,횡단중,1566,80,1586
2013,3월,차대사람,차도통행중,310,14,315
2013,3월,차대사람,길가장자리구역통행중,294,8,301
2013,3월,차대사람,보도통행중,215,3,236
2013,3월,차대사람,기타/불명,1716,51,1756
2013,3월,차대차,충돌,5579,61,9266
2013,3월,차대차,기타/불명,3305,36,5111
2013,3월,차대차,진행중 추돌,2006,35,3745
2013,3월,차대차,주정차중 추돌,1588,17,3075
2013,3월,차량단독,전도/전복,114,12,126
2013,3월,차량단독,충돌,370,56,471
2013,3월,차량단독,추락,41,13,49
2013,3월,차량단독,기타이탈,27,5,39
2013,3월,차량단독,기타/불명,334,18,385
2013,4월,차대사람,횡단중,1509,63,1562
2013,4월,차대사람,차도통행중,330,19,327
2013,4월,차대사람,길가장자리구역통행중,252,2,261
2013,4월,차대사람,보도통행중,188,5,195
2013,4월,차대사람,기타/불명,1728,46,1800
2013,4월,차대차,충돌,5886,60,9908
2013,4월,차대차,기타/불명,3443,43,5305
2013,4월,차대차,진행중 추돌,2007,21,3889
2013,4월,차대차,주정차중 추돌,1659,12,3323
2013,4월,차량단독,전도/전복,130,26,164
2013,4월,차량단독,충돌,408,53,512
2013,4월,차량단독,추락,55,12,68
2013,4월,차량단독,기타이탈,32,7,36
2013,4월,차량단독,기타/불명,404,11,445
2013,5월,차대사람,횡단중,1672,69,1709
2013,5월,차대사람,차도통행중,282,10,279
2013,5월,차대사람,길가장자리구역통행중,290,6,299
2013,5월,차대사람,보도통행중,202,4,215
2013,5월,차대사람,기타/불명,2010,47,2082
2013,5월,차대차,충돌,6419,80,10658
2013,5월,차대차,기타/불명,3982,54,6127
2013,5월,차대차,진행중 추돌,2161,28,3937
2013,5월,차대차,주정차중 추돌,1660,12,3151
2013,5월,차량단독,전도/전복,140,23,181
2013,5월,차량단독,충돌,390,47,500
2013,5월,차량단독,추락,39,16,41
2013,5월,차량단독,기타이탈,37,9,41
2013,5월,차량단독,기타/불명,401,15,455
2013,5월,철길건널목,차단기돌파,1,0,1
2013,6월,차대사람,횡단중,1385,77,1396
2013,6월,차대사람,차도통행중,274,9,279
2013,6월,차대사람,길가장자리구역통행중,242,6,249
2013,6월,차대사람,보도통행중,204,8,213
2013,6월,차대사람,기타/불명,1844,59,1882
2013,6월,차대차,충돌,5905,86,9612
2013,6월,차대차,기타/불명,3961,44,6082
2013,6월,차대차,진행중 추돌,2081,35,3738
2013,6월,차대차,주정차중 추돌,1475,12,3032
2013,6월,차량단독,전도/전복,154,28,172
2013,6월,차량단독,충돌,399,39,539
2013,6월,차량단독,추락,27,6,45
2013,6월,차량단독,기타이탈,30,4,46
2013,6월,차량단독,기타/불명,347,22,388
2013,6월,철길건널목,기타/불명,1,1,0
2013,7월,차대사람,횡단중,1420,63,1458
2013,7월,차대사람,차도통행중,256,12,261
2013,7월,차대사람,길가장자리구역통행중,251,4,260
2013,7월,차대사람,보도통행중,176,3,185
2013,7월,차대사람,기타/불명,1802,57,1846
2013,7월,차대차,충돌,5982,98,10042
2013,7월,차대차,기타/불명,3813,56,5920
2013,7월,차대차,진행중 추돌,2091,26,3968
2013,7월,차대차,주정차중 추돌,1602,9,3127
2013,7월,차량단독,전도/전복,156,28,190
2013,7월,차량단독,충돌,442,49,600
2013,7월,차량단독,추락,53,18,66
2013,7월,차량단독,기타이탈,44,3,66
2013,7월,차량단독,기타/불명,352,18,397
2013,7월,철길건널목,기타/불명,1,0,1
2013,8월,차대사람,횡단중,1318,49,1347
2013,8월,차대사람,차도통행중,238,12,249
2013,8월,차대사람,길가장자리구역통행중,240,9,244
2013,8월,차대사람,보도통행중,174,3,184
2013,8월,차대사람,기타/불명,1895,59,1970
2013,8월,차대차,충돌,5941,79,10046
2013,8월,차대차,기타/불명,4311,49,6679
2013,8월,차대차,진행중 추돌,2076,40,4013
2013,8월,차대차,주정차중 추돌,1525,18,3153
2013,8월,차량단독,전도/전복,148,25,215
2013,8월,차량단독,충돌,376,43,524
2013,8월,차량단독,추락,45,10,61
2013,8월,차량단독,기타이탈,33,2,59
2013,8월,차량단독,기타/불명,370,12,445
2013,8월,철길건널목,직전진행,1,2,1
2013,9월,차대사람,횡단중,1451,82,1472
2013,9월,차대사람,차도통행중,219,10,222
2013,9월,차대사람,길가장자리구역통행중,250,8,254
2013,9월,차대사람,보도통행중,187,1,200
2013,9월,차대사람,기타/불명,1895,52,1970
2013,9월,차대차,충돌,5347,88,8650
2013,9월,차대차,기타/불명,4021,40,6192
2013,9월,차대차,진행중 추돌,2025,21,3875
2013,9월,차대차,주정차중 추돌,1530,18,3068
2013,9월,차량단독,전도/전복,138,25,186
2013,9월,차량단독,충돌,345,53,414
2013,9월,차량단독,추락,32,16,34
2013,9월,차량단독,기타이탈,18,3,31
2013,9월,차량단독,기타/불명,348,13,370
2013,10월,차대사람,횡단중,1648,103,1651
2013,10월,차대사람,차도통행중,290,12,285
2013,10월,차대사람,길가장자리구역통행중,293,10,296
2013,10월,차대사람,보도통행중,207,10,209
2013,10월,차대사람,기타/불명,2159,72,2226
2013,10월,차대차,충돌,5996,78,9750
2013,10월,차대차,기타/불명,4469,51,6715
2013,10월,차대차,진행중 추돌,2241,34,4144
2013,10월,차대차,주정차중 추돌,1559,16,3075
2013,10월,차량단독,전도/전복,132,28,184
2013,10월,차량단독,충돌,359,52,470
2013,10월,차량단독,추락,30,7,29
2013,10월,차량단독,기타이탈,27,4,37
2013,10월,차량단독,기타/불명,387,22,436
2013,11월,차대사람,횡단중,1819,96,1865
2013,11월,차대사람,차도통행중,317,18,315
2013,11월,차대사람,길가장자리구역통행중,289,9,292
2013,11월,차대사람,보도통행중,192,7,198
2013,11월,차대사람,기타/불명,2231,77,2291
2013,11월,차대차,충돌,5548,70,8998
2013,11월,차대차,기타/불명,4236,53,6565
2013,11월,차대차,진행중 추돌,2247,34,4271
2013,11월,차대차,주정차중 추돌,1656,24,3160
2013,11월,차량단독,전도/전복,112,19,140
2013,11월,차량단독,충돌,349,41,435
2013,11월,차량단독,추락,32,11,39
2013,11월,차량단독,기타이탈,29,7,48
2013,11월,차량단독,기타/불명,339,13,369
2013,12월,차대사람,횡단중,1677,94,1703
2013,12월,차대사람,차도통행중,274,13,275
2013,12월,차대사람,길가장자리구역통행중,233,7,243
2013,12월,차대사람,보도통행중,176,6,183
2013,12월,차대사람,기타/불명,2046,79,2095
2013,12월,차대차,충돌,5022,73,8531
2013,12월,차대차,기타/불명,3823,46,6038
2013,12월,차대차,진행중 추돌,1971,24,3753
2013,12월,차대차,주정차중 추돌,1511,30,2975
2013,12월,차량단독,전도/전복,98,19,120
2013,12월,차량단독,충돌,342,42,442
2013,12월,차량단독,추락,25,9,32
2013,12월,차량단독,기타이탈,16,4,21
2013,12월,차량단독,기타/불명,295,13,338
2014,전체,차대사람,횡단중,17544,883,17838
2014,전체,차대사람,차도통행중,3059,146,3061
2014,전체,차대사람,길가장자리구역통행중,2872,80,2950
2014,전체,차대사람,보도통행중,2188,45,2365
2014,전체,차대사람,기타/불명,24652,689,25376
2014,전체,차대차,충돌,62775,814,103387
2014,전체,차대차,기타/불명,56378,596,87350
2014,전체,차대차,진행중 추돌,24783,309,45760
2014,전체,차대차,주정차중 추돌,18245,195,35650
2014,전체,차량단독,전도/전복,1558,226,2048
2014,전체,차량단독,충돌,4320,467,5816
2014,전체,차량단독,추락,385,102,506
2014,전체,차량단독,기타이탈,288,42,394
2014,전체,차량단독,기타/불명,4503,168,4994
2014,전체,철길건널목,기타/불명,2,0,2
2014,1월,차대사람,횡단중,1370,81,1360
2014,1월,차대사람,차도통행중,242,18,234
2014,1월,차대사람,길가장자리구역통행중,212,13,207
2014,1월,차대사람,보도통행중,199,3,214
2014,1월,차대사람,기타/불명,1767,62,1801
2014,1월,차대차,충돌,4642,51,7853
2014,1월,차대차,기타/불명,3584,49,5624
2014,1월,차대차,진행중 추돌,1786,25,3426
2014,1월,차대차,주정차중 추돌,1331,16,2648
2014,1월,차량단독,전도/전복,100,7,164
2014,1월,차량단독,충돌,349,39,435
2014,1월,차량단독,추락,23,4,33
2014,1월,차량단독,기타이탈,18,5,21
2014,1월,차량단독,기타/불명,282,16,308
2014,2월,차대사람,횡단중,1220,64,1241
2014,2월,차대사람,차도통행중,213,9,212
2014,2월,차대사람,길가장자리구역통행중,190,1,197
2014,2월,차대사람,보도통행중,147,2,157
2014,2월,차대사람,기타/불명,1476,47,1516
2014,2월,차대차,충돌,4151,67,7077
2014,2월,차대차,기타/불명,3198,31,5033
2014,2월,차대차,진행중 추돌,1588,21,2927
2014,2월,차대차,주정차중 추돌,1213,11,2297
2014,2월,차량단독,전도/전복,76,17,85
2014,2월,차량단독,충돌,299,30,449
2014,2월,차량단독,추락,21,10,14
2014,2월,차량단독,기타이탈,14,2,14
2014,2월,차량단독,기타/불명,255,13,282
2014,3월,차대사람,횡단중,1547,56,1625
2014,3월,차대사람,차도통행중,290,11,298
2014,3월,차대사람,길가장자리구역통행중,288,7,295
2014,3월,차대사람,보도통행중,204,5,228
2014,3월,차대사람,기타/불명,1912,48,1971
2014,3월,차대차,충돌,5262,71,8612
2014,3월,차대차,기타/불명,4327,32,6786
2014,3월,차대차,진행중 추돌,2107,24,3791
2014,3월,차대차,주정차중 추돌,1588,17,3054
2014,3월,차량단독,전도/전복,119,19,154
2014,3월,차량단독,충돌,354,43,435
2014,3월,차량단독,추락,31,7,36
2014,3월,차량단독,기타이탈,23,3,27
2014,3월,차량단독,기타/불명,368,15,402
2014,4월,차대사람,횡단중,1521,64,1564
2014,4월,차대사람,차도통행중,244,7,243
2014,4월,차대사람,길가장자리구역통행중,244,8,250
2014,4월,차대사람,보도통행중,172,5,202
2014,4월,차대사람,기타/불명,2005,51,2045
2014,4월,차대차,충돌,5278,50,8582
2014,4월,차대차,기타/불명,4559,43,6863
2014,4월,차대차,진행중 추돌,2026,19,3651
2014,4월,차대차,주정차중 추돌,1489,15,2819
2014,4월,차량단독,전도/전복,136,27,186
2014,4월,차량단독,충돌,344,32,440
2014,4월,차량단독,추락,28,8,37
2014,4월,차량단독,기타이탈,23,2,27
2014,4월,차량단독,기타/불명,373,10,413
2014,4월,철길건널목,기타/불명,1,0,1
2014,5월,차대사람,횡단중,1568,58,1606
2014,5월,차대사람,차도통행중,289,9,288
2014,5월,차대사람,길가장자리구역통행중,287,7,293
2014,5월,차대사람,보도통행중,218,0,242
2014,5월,차대사람,기타/불명,2227,46,2307
2014,5월,차대차,충돌,5776,76,9479
2014,5월,차대차,기타/불명,5148,62,7884
2014,5월,차대차,진행중 추돌,2201,26,4185
2014,5월,차대차,주정차중 추돌,1642,25,3180
2014,5월,차량단독,전도/전복,153,25,224
2014,5월,차량단독,충돌,336,38,471
2014,5월,차량단독,추락,37,7,48
2014,5월,차량단독,기타이탈,26,4,30
2014,5월,차량단독,기타/불명,406,15,447
2014,6월,차대사람,횡단중,1294,55,1319
2014,6월,차대사람,차도통행중,230,7,231
2014,6월,차대사람,길가장자리구역통행중,226,7,233
2014,6월,차대사람,보도통행중,173,3,183
2014,6월,차대사람,기타/불명,2114,40,2200
2014,6월,차대차,충돌,5313,75,8691
2014,6월,차대차,기타/불명,4711,53,7198
2014,6월,차대차,진행중 추돌,2028,28,3633
2014,6월,차대차,주정차중 추돌,1474,12,2825
2014,6월,차량단독,전도/전복,135,23,163
2014,6월,차량단독,충돌,357,33,516
2014,6월,차량단독,추락,42,12,41
2014,6월,차량단독,기타이탈,32,3,59
2014,6월,차량단독,기타/불명,401,16,448
2014,7월,차대사람,횡단중,1378,66,1399
2014,7월,차대사람,차도통행중,253,11,256
2014,7월,차대사람,길가장자리구역통행중,220,7,227
2014,7월,차대사람,보도통행중,177,1,194
2014,7월,차대사람,기타/불명,2070,54,2141
2014,7월,차대차,충돌,5673,73,9171
2014,7월,차대차,기타/불명,5138,53,7862
2014,7월,차대차,진행중 추돌,2123,29,3966
2014,7월,차대차,주정차중 추돌,1535,12,2957
2014,7월,차량단독,전도/전복,163,24,209
2014,7월,차량단독,충돌,421,48,609
2014,7월,차량단독,추락,34,10,37
2014,7월,차량단독,기타이탈,31,4,49
2014,7월,차량단독,기타/불명,433,15,519
2014,8월,차대사람,횡단중,1347,66,1369
2014,8월,차대사람,차도통행중,251,7,251
2014,8월,차대사람,길가장자리구역통행중,235,2,243
2014,8월,차대사람,보도통행중,149,1,160
2014,8월,차대사람,기타/불명,2082,56,2171
2014,8월,차대차,충돌,5542,72,9335
2014,8월,차대차,기타/불명,5172,48,8264
2014,8월,차대차,진행중 추돌,2177,20,4192
2014,8월,차대차,주정차중 추돌,1599,15,3332
2014,8월,차량단독,전도/전복,145,13,176
2014,8월,차량단독,충돌,415,35,586
2014,8월,차량단독,추락,39,10,55
2014,8월,차량단독,기타이탈,22,4,28
2014,8월,차량단독,기타/불명,427,10,470
2014,8월,철길건널목,기타/불명,1,0,1
2014,9월,차대사람,횡단중,1361,67,1365
2014,9월,차대사람,차도통행중,238,9,243
2014,9월,차대사람,길가장자리구역통행중,242,9,256
2014,9월,차대사람,보도통행중,200,11,210
2014,9월,차대사람,기타/불명,2193,74,2256
2014,9월,차대차,충돌,5241,77,8542
2014,9월,차대차,기타/불명,5064,68,7822
2014,9월,차대차,진행중 추돌,2141,28,3970
2014,9월,차대차,주정차중 추돌,1591,10,3221
2014,9월,차량단독,전도/전복,167,23,207
2014,9월,차량단독,충돌,333,47,411
2014,9월,차량단독,추락,34,5,59
2014,9월,차량단독,기타이탈,26,4,28
2014,9월,차량단독,기타/불명,412,13,462
2014,10월,차대사람,횡단중,1608,108,1633
2014,10월,차대사람,차도통행중,250,12,252
2014,10월,차대사람,길가장자리구역통행중,239,4,250
2014,10월,차대사람,보도통행중,174,4,187
2014,10월,차대사람,기타/불명,2345,69,2406
2014,10월,차대차,충돌,5680,72,9306
2014,10월,차대차,기타/불명,5452,56,8348
2014,10월,차대차,진행중 추돌,2342,32,4234
2014,10월,차대차,주정차중 추돌,1713,17,3394
2014,10월,차량단독,전도/전복,138,16,167
2014,10월,차량단독,충돌,371,43,516
2014,10월,차량단독,추락,33,7,53
2014,10월,차량단독,기타이탈,22,6,29
2014,10월,차량단독,기타/불명,393,24,424
2014,11월,차대사람,횡단중,1593,107,1578
2014,11월,차대사람,차도통행중,300,19,304
2014,11월,차대사람,길가장자리구역통행중,255,9,260
2014,11월,차대사람,보도통행중,206,8,213
2014,11월,차대사람,기타/불명,2231,70,2281
2014,11월,차대차,충돌,5359,78,8658
2014,11월,차대차,기타/불명,5256,50,8149
2014,11월,차대차,진행중 추돌,2224,34,4062
2014,11월,차대차,주정차중 추돌,1527,26,2921
2014,11월,차량단독,전도/전복,115,15,161
2014,11월,차량단독,충돌,351,41,412
2014,11월,차량단독,추락,34,10,49
2014,11월,차량단독,기타이탈,27,1,55
2014,11월,차량단독,기타/불명,394,8,422
2014,12월,차대사람,횡단중,1737,91,1779
2014,12월,차대사람,차도통행중,259,27,249
2014,12월,차대사람,길가장자리구역통행중,234,6,239
2014,12월,차대사람,보도통행중,169,2,175
2014,12월,차대사람,기타/불명,2230,72,2281
2014,12월,차대차,충돌,4858,52,8081
2014,12월,차대차,기타/불명,4769,51,7517
2014,12월,차대차,진행중 추돌,2040,23,3723
2014,12월,차대차,주정차중 추돌,1543,19,3002
2014,12월,차량단독,전도/전복,111,17,152
2014,12월,차량단독,충돌,390,38,536
2014,12월,차량단독,추락,29,12,44
2014,12월,차량단독,기타이탈,24,4,27
2014,12월,차량단독,기타/불명,359,13,397
2015,전체,차대사람,횡단중,21913,954,22393
2015,전체,차대사람,차도통행중,4377,183,4423
2015,전체,차대사람,길가장자리구역통행중,4567,134,4628
2015,전체,차대사람,보도통행중,2668,47,2829
2015,전체,차대사람,기타/불명,17455,446,17997
2015,전체,차대차,충돌,79986,959,130605
2015,전체,차대차,기타/불명,42328,429,64805
2015,전체,차대차,진행중 추돌,28349,354,52070
2015,전체,차대차,주정차중 추돌,18808,192,36502
2015,전체,차량단독,전도/전복,2188,232,2628
2015,전체,차량단독,충돌,4629,469,6083
2015,전체,차량단독,추락,418,76,553
2015,전체,차량단독,기타이탈,340,41,508
2015,전체,차량단독,기타/불명,4004,104,4371
2015,전체,철길건널목,차단기돌파,3,1,2
2015,전체,철길건널목,경보기 무시,1,0,2
2015,전체,철길건널목,기타/불명,1,0,1
2015,1월,차대사람,횡단중,1693,100,1708
2015,1월,차대사람,차도통행중,396,20,393
2015,1월,차대사람,길가장자리구역통행중,412,12,420
2015,1월,차대사람,보도통행중,205,7,209
2015,1월,차대사람,기타/불명,1320,44,1359
2015,1월,차대차,충돌,5313,59,9039
2015,1월,차대차,기타/불명,3117,26,4942
2015,1월,차대차,진행중 추돌,2030,18,3810
2015,1월,차대차,주정차중 추돌,1485,20,2871
2015,1월,차량단독,전도/전복,141,19,167
2015,1월,차량단독,충돌,436,45,560
2015,1월,차량단독,추락,33,4,54
2015,1월,차량단독,기타이탈,31,1,44
2015,1월,차량단독,기타/불명,290,6,311
2015,2월,차대사람,횡단중,1410,58,1454
2015,2월,차대사람,차도통행중,348,13,352
2015,2월,차대사람,길가장자리구역통행중,384,9,384
2015,2월,차대사람,보도통행중,164,3,176
2015,2월,차대사람,기타/불명,1102,32,1129
2015,2월,차대차,충돌,4998,46,8279
2015,2월,차대차,기타/불명,2531,40,4056
2015,2월,차대차,진행중 추돌,1943,23,3717
2015,2월,차대차,주정차중 추돌,1278,15,2502
2015,2월,차량단독,전도/전복,89,11,101
2015,2월,차량단독,충돌,344,31,462
2015,2월,차량단독,추락,29,3,32
2015,2월,차량단독,기타이탈,32,6,50
2015,2월,차량단독,기타/불명,287,6,305
2015,3월,차대사람,횡단중,1724,79,1766
2015,3월,차대사람,차도통행중,410,20,408
2015,3월,차대사람,길가장자리구역통행중,450,16,452
2015,3월,차대사람,보도통행중,215,4,226
2015,3월,차대사람,기타/불명,1385,34,1420
2015,3월,차대차,충돌,6190,66,9998
2015,3월,차대차,기타/불명,3298,30,5113
2015,3월,차대차,진행중 추돌,2439,28,4381
2015,3월,차대차,주정차중 추돌,1586,19,3067
2015,3월,차량단독,전도/전복,148,17,178
2015,3월,차량단독,충돌,411,48,515
2015,3월,차량단독,추락,36,8,49
2015,3월,차량단독,기타이탈,27,1,38
2015,3월,차량단독,기타/불명,297,8,310
2015,4월,차대사람,횡단중,1746,63,1805
2015,4월,차대사람,차도통행중,414,19,416
2015,4월,차대사람,길가장자리구역통행중,438,10,463
2015,4월,차대사람,보도통행중,259,3,273
